"","Player","Year","Gcar","Gtm","Date","Tm","Home","Opp","Rslt","Inngs","PA","AB","R","H","X2B","X3B","HR","RBI","BB","IBB","SO","HBP","SH","SF","ROE","GDP","SB","CS","BA","OBP","SLG","OPS","BOP","aLI","WPA","RE24","Pos","DELTAAVG"
"1618","jeterde01",2004,"1228","16","Apr 22, 2004","NYY","@","CHW","L,3-4","CG","4","4","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0",0.209,".284",".254",".538","1","1.83","-0.218","-1.66","SS",-0.013
"1711","jeterde01",2004,"1229","17","Apr 23, 2004","NYY","H","BOS","L,2-11","CG","4","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.197,".269",".239",".509","2",".34","-0.035","-0.73","SS",-0.012
"189","jeterde01",2004,"1230","18","Apr 24, 2004","NYY","H","BOS","L,2-3","CG(12)","6","5","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1",0.184,".262",".224",".486","1","1.57","-0.224","-1.11","SS",-0.013
"198","jeterde01",2004,"1231","19","Apr 25, 2004","NYY","H","BOS","L,0-2","CG","4","4","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0",0.175,".250",".213",".463","1","1.34","-0.152","-1.19","SS",-0.00900000000000001
"207","jeterde01",2004,"1232","20","Apr 27, 2004","NYY","H","OAK","W,10-8","CG","5","3","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0",0.169,".250",".205",".455","1",".98","-0.092","-0.80","SS",-0.00599999999999998
"2112","jeterde01",2004,"1233","21","Apr 28, 2004","NYY","H","OAK","W,5-1","CG","5","4","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0",0.161,".247",".195",".443","1",".40","-0.013","-0.57","SS",-0.00800000000000001
"228","jeterde01",2004,"1234","22","Apr 29, 2004","NYY","H","OAK","W,7-5","CG","4","4","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0",0.165,".248",".231",".478","1",".79","0.031","0.38","SS",0.004
"237","jeterde01",2004,"1235","23","Apr 30, 2004","NYY","H","KCR","W,5-2","CG","5","4","1","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0",0.168,".255",".232",".486","1","1.08","-0.048","-0.78","SS",0.003
"258","jeterde01",2004,"1236","24","May 1, 2004","NYY","H","KCR","W,12-4","CG","6","6","1","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.188,".268",".248",".515","1",".62","0.092","0.61","SS",0.02
"268","jeterde01",2004,"1237","25","May 2, 2004","NYY","H","KCR","W,4-2","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0",0.181,".259",".238",".497","1","1.12","-0.170","-1.71","SS",-0.00700000000000001
"278","jeterde01",2004,"1238","26","May 4, 2004","NYY","@","OAK","W,10-8","CG","6","6","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.18,".254",".243",".497","1","1.00","-0.089","-1.42","SS",-0.001
"286","jeterde01",2004,"1239","28 (1)","May 6, 2004","NYY","@","OAK","L,4-7","CG","5","5","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0",0.181,".252",".241",".493","2",".65","-0.029","-0.17","SS",0.001
"298","jeterde01",2004,"1240","29","May 7, 2004","NYY","@","SEA","L,2-6","CG","4","4","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0",0.183,".252",".242",".494","2",".85","-0.042","0.01","SS",0.002
"308","jeterde01",2004,"1241","30","May 8, 2004","NYY","@","SEA","W,6-0","CG","5","4","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0",0.177,".250",".234",".484","1",".67","-0.066","-0.87","SS",-0.00600000000000001
"3113","jeterde01",2004,"1242","31","May 9, 2004","NYY","@","SEA","W,7-6","CG","5","5","2","2","0","0","1","2","0","0","0","0","0","0","0","0","0","0",0.186,".255",".264",".519","1",".80","0.236","1.42","SS",0.00900000000000001
"3210","jeterde01",2004,"1243","32","May 11, 2004","NYY","H","ANA","W,8-7","CG(10)","6","6","0","3","1","0","0","2","0","0","1","0","0","0","0","0","1","0",0.2,".265",".281",".547","2","1.92","0.320","1.93","SS",0.014
"338","jeterde01",2004,"1244","33","May 12, 2004","NYY","H","ANA","L,2-11","CG","4","4","0","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.209,".272",".295",".566","2",".71","0.094","0.59","SS",0.00899999999999998
"348","jeterde01",2004,"1245","34","May 13, 2004","NYY","H","ANA","W,7-4","CG","4","4","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0.21,".271",".301",".572","1",".75","-0.002","-0.14","SS",0.001
"358","jeterde01",2004,"1246","35","May 14, 2004","NYY","H","SEA","W,9-5","CG","5","5","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0",0.203,".263",".291",".553","1","1.26","-0.100","-1.63","SS",-0.00699999999999998
"368","jeterde01",2004,"1247","36","May 15, 2004","NYY","H","SEA","L,7-13","CG(13)","7","7","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.2,".257",".284",".541","1","1.60","-0.276","-1.83","SS",-0.003
"378","jeterde01",2004,"1248","37","May 16, 2004","NYY","H","SEA","W,2-1","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0",0.195,".251",".277",".528","2",".68","-0.091","-1.18","SS",-0.005
"388","jeterde01",2004,"1249","38","May 18, 2004","NYY","@","ANA","L,0-1","CG(11)","5","4","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0",0.19,".246",".270",".516","2","1.75","-0.217","-1.79","SS",-0.005
"397","jeterde01",2004,"1250","39","May 19, 2004","NYY","@","ANA","W,4-2","CG","5","3","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","1",0.187,".250",".265",".515","1","1.24","0.038","0.20","SS",-0.003
"408","jeterde01",2004,"1251","40","May 20, 2004","NYY","@","ANA","W,6-2","CG","5","5","2","2","0","0","1","1","0","0","1","0","0","0","0","0","0","0",0.193,".254",".287",".541","1",".45","0.118","0.78","SS",0.00600000000000001
"4112","jeterde01",2004,"1252","41","May 21, 2004","NYY","@","TEX","L,7-9","CG","5","4","1","1","0","0","0","0","1","0","2","0","0","0","0","0","0","0",0.194,".258",".286",".544","2","1.08","-0.054","-0.35","SS",0.001
"4210","jeterde01",2004,"1253","42","May 22, 2004","NYY","@","TEX","L,3-4","CG","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.19,".253",".279",".532","2",".93","-0.130","-1.37","SS",-0.004
"438","jeterde01",2004,"1254","43","May 23, 2004","NYY","@","TEX","W,8-3","CG","5","5","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0",0.19,".251",".277",".528","2",".75","-0.029","-0.30","SS",0
"448","jeterde01",2004,"1255","44","May 25, 2004","NYY","@","BAL","W,11-3","CG","6","6","1","1","1","0","0","1","0","0","1","0","0","0","0","1","0","0",0.189,".249",".279",".528","1",".76","-0.072","-1.35","SS",-0.001
"458","jeterde01",2004,"1256","45","May 26, 2004","NYY","@","BAL","W,12-9","CG","6","5","2","3","2","0","0","1","0","0","1","1","0","0","0","0","1","0",0.2,".261",".297",".558","2","1.07","0.278","2.41","SS",0.011
"468","jeterde01",2004,"1257","46","May 27, 2004","NYY","@","BAL","W,18-5","GS-7","5","4","1","3","2","0","0","2","0","0","0","1","0","0","0","0","0","0",0.211,".273",".317",".590","2",".65","0.245","2.66","SS",0.011
"478","jeterde01",2004,"1258","47","May 28, 2004","NYY","@","TBD","W,7-5","CG","5","5","2","3","1","0","1","1","0","0","1","0","0","0","0","0","0","0",0.221,".281",".343",".624","1",".74","0.169","1.54","SS",0.01
"487","jeterde01",2004,"1259","48","May 29, 2004","NYY","@","TBD","W,5-3","CG","5","5","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0",0.22,".279",".340",".618","1",".63","-0.010","0.04","SS",-0.001
"497","jeterde01",2004,"1260","49","May 30, 2004","NYY","@","TBD","L,6-7","CG","5","5","0","1","0","0","0","1","0","0","2","0","0","0","0","0","1","0",0.22,".277",".336",".614","1","1.10","0.054","1.15","SS",0
"5112","jeterde01",2004,"1261","50","Jun 1, 2004","NYY","H","BAL","W,8-7","CG","5","5","2","4","1","0","2","3","0","0","0","0","0","0","0","1","0","0",0.233,".288",".379",".667","1",".85","0.169","2.31","SS",0.013
"529","jeterde01",2004,"1262","51","Jun 2, 2004","NYY","H","BAL","W,6-5","CG","4","4","1","1","0","0","1","1","0","0","2","0","0","0","0","0","0","0",0.233,".288",".390",".678","1",".71","0.060","0.31","SS",0
"538","jeterde01",2004,"1263","52","Jun 3, 2004","NYY","H","BAL","W,5-2","CG","4","2","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0",0.231,".288",".387",".675","2","1.21","-0.031","-0.28","SS",-0.002
"548","jeterde01",2004,"1264","53","Jun 4, 2004","NYY","H","TEX","W,7-6","GS-4","2","2","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.233,".290",".388",".677","1",".83","0.010","0.14","SS",0.002
"558","jeterde01",2004,"1265","57 (3)","Jun 9, 2004","NYY","H","COL","W,7-5","CG","5","4","2","1","0","0","1","2","0","0","0","1","0","0","0","0","0","0",0.234,".292",".398",".690","1","1.20","0.252","0.95","SS",0.001
"567","jeterde01",2004,"1266","58","Jun 10, 2004","NYY","H","COL","W,10-4","GS-9","5","3","2","1","0","0","0","0","2","0","1","0","0","0","1","0","0","0",0.235,".298",".397",".695","1",".57","0.018","1.09","SS",0.000999999999999973
"577","jeterde01",2004,"1267","59","Jun 11, 2004","NYY","H","SDP","L,2-10","CG","4","4","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.235,".297",".395",".692","1",".61","-0.038","-0.35","SS",0
"588","jeterde01",2004,"1268","60","Jun 12, 2004","NYY","H","SDP","W,3-2","CG","4","4","1","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0.244,".304",".401",".705","2","1.06","0.168","1.28","SS",0.00900000000000001
"598","jeterde01",2004,"1269","61","Jun 13, 2004","NYY","H","SDP","W,6-5","CG(12)","6","5","1","2","1","0","0","0","1","0","2","0","0","0","0","0","1","0",0.247,".309",".405",".713","2","2.19","0.152","0.69","SS",0.003
"608","jeterde01",2004,"1270","62","Jun 15, 2004","NYY","@","ARI","W,4-2","CG","5","4","0","3","0","0","0","0","0","0","0","0","1","0","1","1","0","0",0.255,".315",".410",".725","2","1.37","0.082","0.99","SS",0.00800000000000001
"6113","jeterde01",2004,"1271","63","Jun 16, 2004","NYY","@","ARI","W,9-4","CG","5","4","2","2","0","0","1","2","0","0","1","1","0","0","1","0","0","0",0.259,".320",".424",".744","2",".47","0.126","2.61","SS",0.004
"6210","jeterde01",2004,"1272","64","Jun 17, 2004","NYY","@","ARI","L,1-6","CG","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.255,".316",".417",".733","2","1.62","-0.170","-1.34","SS",-0.004
"638","jeterde01",2004,"1273","65","Jun 18, 2004","NYY","@","LAD","L,3-6","CG","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.255,".315",".414",".729","2","1.15","-0.025","-0.06","SS",0
"648","jeterde01",2004,"1274","66","Jun 19, 2004","NYY","@","LAD","W,6-2","CG","5","4","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1",0.255,".316",".412",".728","2",".56","-0.012","-0.20","SS",0
"657","jeterde01",2004,"1275","67","Jun 20, 2004","NYY","@","LAD","L,4-5","CG","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.255,".315",".410",".725","2",".98","-0.078","-0.55","SS",0
"668","jeterde01",2004,"1276","68","Jun 22, 2004","NYY","@","BAL","W,10-4","CG","6","5","3","2","0","0","1","3","1","0","2","0","0","0","0","1","0","0",0.257,".319",".420",".739","2",".94","0.199","1.65","SS",0.002
"677","jeterde01",2004,"1277","69","Jun 23, 2004","NYY","@","BAL","L,2-13","GS-8","4","4","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0",0.254,".315",".414",".729","2",".70","-0.040","0.17","SS",-0.003
"688","jeterde01",2004,"1278","70","Jun 24, 2004","NYY","@","BAL","W,5-2","CG","5","5","2","2","0","0","1","2","0","0","0","0","0","0","1","0","0","0",0.256,".316",".425",".741","2",".65","0.202","1.34","SS",0.002
"698","jeterde01",2004,"1279","71","Jun 26, 2004","NYY","H","NYM","L,3-9","CG","5","4","0","2","1","0","0","0","1","0","1","0","0","0","0","0","0","0",0.26,".321",".429",".750","2",".73","0.037","0.66","SS",0.004
"708","jeterde01",2004,"1280","72","Jun 27, 2004","NYY","H","NYM","W,8-1","CG","4","4","3","3","0","0","2","2","0","0","0","0","0","0","0","0","0","0",0.266,".326",".454",".780","2",".35","0.151","2.22","SS",0.00600000000000001
"7112","jeterde01",2004,"1281","73","Jun 27, 2004","NYY","H","NYM","W,11-6","CG","5","4","1","1","0","0","0","0","0","0","1","1","0","0","1","1","0","0",0.266,".327",".451",".778","2",".39","0.041","0.34","SS",0
"7210","jeterde01",2004,"1282","74","Jun 29, 2004","NYY","H","BOS","W,11-3","CG","5","5","2","3","0","0","0","1","0","0","0","0","0","0","1","0","2","0",0.272,".331",".454",".785","2","1.08","0.169","3.25","SS",0.00600000000000001
"737","jeterde01",2004,"1283","75","Jun 30, 2004","NYY","H","BOS","W,4-2","CG","4","3","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0",0.272,".331",".452",".784","2","1.57","-0.040","-0.53","SS",0
"758","jeterde01",2004,"1284","76","Jul 1, 2004","NYY","H","BOS","W,5-4","GS-12","5","4","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0",0.272,".332",".450",".782","2","1.32","-0.012","-0.47","SS",0
"768","jeterde01",2004,"1285","77","Jul 2, 2004","NYY","@","NYM","L,2-11","GS-8","3","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0",0.271,".335",".448",".784","2",".55","0.018","0.61","SS",-0.001
"776","jeterde01",2004,"1286","78","Jul 3, 2004","NYY","@","NYM","L,9-10","CG","5","5","1","2","1","0","0","0","0","0","2","0","0","0","0","0","0","0",0.273,".336",".451",".787","2","1.62","-0.001","0.48","SS",0.002
"788","jeterde01",2004,"1287","79","Jul 4, 2004","NYY","@","NYM","L,5-6","CG","5","5","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0.278,".340",".453",".793","2","1.52","0.060","0.39","SS",0.005
"798","jeterde01",2004,"1288","80","Jul 5, 2004","NYY","H","DET","W,10-3","CG","5","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.275,".338",".448",".786","2",".41","-0.040","-0.69","SS",-0.003
"808","jeterde01",2004,"1289","81","Jul 6, 2004","NYY","H","DET","L,1-9","CG","4","4","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0",0.274,".337",".448",".785","2",".45","-0.028","-0.50","SS",-0.001
"8112","jeterde01",2004,"1290","82","Jul 7, 2004","NYY","H","DET","L,8-10","CG","5","4","1","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0",0.274,".336",".446",".782","2","1.03","-0.118","-0.19","SS",0
"8210","jeterde01",2004,"1291","83","Jul 8, 2004","NYY","H","TBD","W,7-1","CG","5","5","1","2","2","0","0","2","0","0","0","0","0","0","0","0","0","0",0.276,".337",".451",".788","2",".87","0.161","1.30","SS",0.002
"838","jeterde01",2004,"1292","84","Jul 9, 2004","NYY","H","TBD","W,5-4","CG","5","4","0","2","0","0","0","1","0","0","0","0","1","0","0","0","1","0",0.279,".339",".452",".790","2","1.23","0.062","0.41","SS",0.003
"847","jeterde01",2004,"1293","85","Jul 10, 2004","NYY","H","TBD","W,6-3","CG","4","4","1","1","1","0","0","3","0","0","0","0","0","0","0","0","0","0",0.278,".338",".452",".790","2","1.92","0.227","1.81","SS",-0.001
"858","jeterde01",2004,"1294","86","Jul 11, 2004","NYY","H","TBD","W,10-3","CG","5","5","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.277,".336",".451",".787","2",".38","-0.019","-0.82","SS",-0.001
"868","jeterde01",2004,"1295","87","Jul 15, 2004","NYY","@","DET","W,5-1","CG","4","4","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0",0.277,".335",".458",".793","2",".43","0.084","0.41","SS",0
"878","jeterde01",2004,"1296","88","Jul 16, 2004","NYY","@","DET","L,0-8","CG","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.274,".332",".453",".784","2",".31","-0.032","-0.62","SS",-0.003
"888","jeterde01",2004,"1297","89","Jul 17, 2004","NYY","@","DET","W,5-3","CG","5","5","2","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.275,".332",".452",".784","2","1.00","0.013","-0.16","SS",0.001
"898","jeterde01",2004,"1298","90","Jul 18, 2004","NYY","@","DET","L,2-4","CG","4","4","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0.275,".332",".452",".784","2","1.13","0.013","-0.04","SS",0
"908","jeterde01",2004,"1299","91","Jul 19, 2004","NYY","@","TBD","L,7-9","CG","5","5","1","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.277,".333",".454",".787","2",".92","0.024","0.45","SS",0.002
"9113","jeterde01",2004,"1300","92","Jul 20, 2004","NYY","@","TBD","W,4-2","GS-8","4","2","1","1","0","0","0","0","1","0","1","1","0","0","0","0","1","0",0.278,".337",".455",".791","2",".98","0.139","1.29","SS",0.001
"929","jeterde01",2004,"1301","95 (2)","Jul 23, 2004","NYY","@","BOS","W,8-7","CG","5","5","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.274,".333",".449",".781","2","1.64","-0.231","-2.06","SS",-0.004
"938","jeterde01",2004,"1302","96","Jul 24, 2004","NYY","@","BOS","L,10-11","CG","5","4","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.274,".333",".446",".780","2",".99","-0.012","-0.10","SS",0
"948","jeterde01",2004,"1303","97","Jul 25, 2004","NYY","@","BOS","L,6-9","CG","5","4","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0",0.271,".330",".442",".772","2",".99","-0.142","-1.91","SS",-0.003
"957","jeterde01",2004,"1304","98","Jul 26, 2004","NYY","@","TOR","W,6-5","CG(10)","5","5","1","2","0","0","0","0","0","0","1","0","0","0","0","1","0","0",0.273,".331",".441",".772","2",".69","-0.054","-0.87","SS",0.002
"968","jeterde01",2004,"1305","99","Jul 27, 2004","NYY","@","TOR","W,7-4","CG","5","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.272,".329",".438",".768","2","1.27","0.044","-0.35","SS",-0.001
"978","jeterde01",2004,"1306","100","Jul 28, 2004","NYY","@","TOR","L,2-3","CG(10)","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.269,".326",".433",".759","2",".91","-0.121","-0.98","SS",-0.003
"988","jeterde01",2004,"1307","101","Jul 29, 2004","NYY","H","BAL","L,1-9","CG","4","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",0.267,".323",".430",".753","2",".56","-0.043","-0.83","SS",-0.002
"998","jeterde01",2004,"1308","102","Jul 30, 2004","NYY","H","BAL","W,2-1","CG","4","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.269,".325",".430",".755","2",".90","0.029","0.13","SS",0.002
"1008","jeterde01",2004,"1309","103","Jul 31, 2004","NYY","H","BAL","W,6-4","CG","4","3","1","1","0","1","0","1","1","0","1","0","0","0","0","0","0","0",0.269,".327",".434",".761","2","1.15","0.136","1.52","SS",0
"10210","jeterde01",2004,"1310","104","Aug 1, 2004","NYY","H","BAL","W,9-7","CG","5","5","2","3","0","0","0","0","0","0","1","0","0","0","0","0","1","0",0.273,".330",".436",".766","2",".85","0.128","0.98","SS",0.004
"1037","jeterde01",2004,"1311","105","Aug 3, 2004","NYY","H","OAK","L,4-13","GS-9","4","4","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.276,".331",".437",".768","2","1.05","0.008","0.32","SS",0.003
"1048","jeterde01",2004,"1312","106","Aug 4, 2004","NYY","H","OAK","W,8-6","CG(11)","6","5","1","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0",0.277,".332",".437",".769","2","1.47","-0.037","-0.65","SS",0.001
"1057","jeterde01",2004,"1313","107","Aug 5, 2004","NYY","H","OAK","W,5-1","CG","5","4","0","1","1","0","0","1","1","0","1","0","0","0","0","0","1","0",0.277,".333",".437",".770","2",".43","0.017","0.75","SS",0
"1067","jeterde01",2004,"1314","108","Aug 6, 2004","NYY","H","TOR","W,11-4","CG","5","4","2","3","2","0","0","2","1","0","0","0","0","0","0","0","0","0",0.281,".338",".445",".782","2",".55","0.163","2.35","SS",0.004
"1078","jeterde01",2004,"1315","109","Aug 7, 2004","NYY","H","TOR","W,6-0","CG","5","3","1","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0",0.281,".340",".444",".784","2",".55","0.039","0.46","SS",0
"1086","jeterde01",2004,"1316","110","Aug 8, 2004","NYY","H","TOR","W,8-2","CG","5","5","1","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0",0.281,".339",".441",".780","2",".53","-0.016","-1.71","SS",0
"1098","jeterde01",2004,"1317","111","Aug 9, 2004","NYY","H","TOR","L,4-5","CG","4","4","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.28,".338",".439",".778","2",".77","-0.054","-0.40","SS",-0.001
"1108","jeterde01",2004,"1318","112","Aug 10, 2004","NYY","@","TEX","L,1-7","CG","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0",0.28,".337",".438",".775","2",".60","-0.035","-0.80","SS",0
